title,genre,director,actors,description,image,rating,bag_of_words
The World's Fastest Indian,biography drama sport,roger donaldson,"[,anthonyhopkins,dianeladd,iainrea,]","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.","https://m.media-amazon.com/images/M/MV5BMjE1MjA0MDA3MV5BMl5BanBnXkFtZTcwOTU0MjMzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",7.8,biography drama sportroger donaldson anthonyhopkins dianeladd iainrea The story of New Zealander Burt Munro  who spent years rebuilding a 1920 Indian motorcycle  which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.
"Aguirre, der Zorn Gottes",action adventure biography,werner herzog,"[,klauskinski,ruyguerra,helenarojo,]","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.","https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,action adventure biographywerner herzog klauskinski ruyguerra helenarojo In the 16th century  the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.
Jûbê ninpûchô,animation action adventure,yoshiaki kawajiri,"[,kôichiyamadera,emishinohara,takeshiaono,]",A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.,"https://m.media-amazon.com/images/M/MV5BNmEwYmQwOWYtOWE4Yy00ZWIxLTgwMGEtYTNiNDVlODcwYWVkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,animation action adventureyoshiaki kawajiri kôichiyamadera emishinohara takeshiaono A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.
To Have and Have Not,adventure comedy film-noir,howard hawks,"[,humphreybogart,laurenbacall,walterbrennan,]","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","https://m.media-amazon.com/images/M/MV5BZGU2YmU0MWMtMzg5My00ZmY2LTljMDItMTg2YTI5Y2U2OTE3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY98_CR0,0,67,98_AL_.jpg",7.8,adventure comedy film-noirhoward hawks humphreybogart laurenbacall walterbrennan During World War II  American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.
"I, Daniel Blake",drama,ken loach,"[,davejohns,hayleysquires,sharonpercy,]","After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.","https://m.media-amazon.com/images/M/MV5BMmMwNGQ1MDUtMzBlMC00MGJlLTk2ZWMtMGI5MTU1M2Y5ZTY0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,dramaken loach davejohns hayleysquires sharonpercy After surviving a heart-attack  a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.
Hannah and Her Sisters,comedy drama,woody allen,"[,miafarrow,diannewiest,michaelcaine,]","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.","https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedy dramawoody allen miafarrow diannewiest michaelcaine Between two Thanksgivings two years apart  Hannah's husband falls in love with her sister Lee  while her hypochondriac ex-husband rekindles his relationship with her sister Holly.
Under sandet,drama history war,martin zandvliet,"[,rolandmøller,louishofmann,joelbasman,]","In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.","https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,drama history warmartin zandvliet rolandmøller louishofmann joelbasman In post-World War II Denmark  a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.
Shadow of a Doubt,film-noir thriller,alfred hitchcock,"[,teresawright,josephcotten,macdonaldcarey,]","A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.","https://m.media-amazon.com/images/M/MV5BYzUyOGE2Y2EtYzI2My00MDcxLWFmNzYtYjMzN2NiMmMzMzAzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,"film-noir thrilleralfred hitchcock teresawright josephcotten macdonaldcarey A teenage girl  overjoyed when her favorite uncle comes to visit the family in their quiet California town  slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
Bringing Up Baby,comedy,howard hawks,"[,katharinehepburn,carygrant,charlesruggles,]","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.","https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedyhoward hawks katharinehepburn carygrant charlesruggles While trying to secure a $1 million donation for his museum  a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard  Baby.
Crimes and Misdemeanors,comedy drama,woody allen,"[,martinlandau,woodyallen,billbernstein,]",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,"https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedy dramawoody allen martinlandau woodyallen billbernstein An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
Batman: Mask of the Phantasm,animation action adventure,eric radomski,"[,kevinaltieri,boydkirkland,frankpaur,danriba,brucetimm,kevinconroy,danadelany,hartbochner,]",Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,"https://m.media-amazon.com/images/M/MV5BYTRiMWM3MGItNjAxZC00M2E3LThhODgtM2QwOGNmZGU4OWZhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,animation action adventureeric radomski kevinaltieri boydkirkland frankpaur danriba brucetimm kevinconroy danadelany hartbochner Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
Un prophète,crime drama,jacques audiard,"[,taharrahim,nielsarestrup,adelbencherif,]",A young Algerian man is sent to a French prison.,"https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",7.8,crime dramajacques audiard taharrahim nielsarestrup adelbencherif A young Algerian man is sent to a French prison.
The Man Who Would Be King,adventure war,john huston,"[,seanconnery,michaelcaine,christopherplummer,]","Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.","https://m.media-amazon.com/images/M/MV5BZWQzYjBjZmQtZDFiOS00ZDQ1LWI4MDAtMDk1NGE1NDBhYjNhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,adventure warjohn huston seanconnery michaelcaine christopherplummer Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan  a land where no white man has set foot since Alexander the Great.
Dip huet seung hung,action crime drama,john woo,"[,chowyun-fat,dannylee,sallyyeh,]",A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,"https://m.media-amazon.com/images/M/MV5BNjgxOGViYTYtYWRkMC00MGZmLTk0OWEtYTgwZGNiMmZjNzYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,action crime dramajohn woo chowyun-fat dannylee sallyyeh A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
The Lunchbox,drama romance,ritesh batra,"[,irrfankhan,nimratkaur,nawazuddinsiddiqui,]",A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,"https://m.media-amazon.com/images/M/MV5BMTUwMzc1NjIzMV5BMl5BanBnXkFtZTgwODUyMTIxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,drama romanceritesh batra irrfankhan nimratkaur nawazuddinsiddiqui A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
Les parapluies de Cherbourg,drama musical romance,jacques demy,"[,catherinedeneuve,ninocastelnuovo,annevernon,]",A young woman separated from her lover by war faces a life-altering decision.,"https://m.media-amazon.com/images/M/MV5BMTgyOGE4ZDEtZWFmYi00NTQ1LWE0YzgtZGUyODJjODhkZDBhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,drama musical romancejacques demy catherinedeneuve ninocastelnuovo annevernon A young woman separated from her lover by war faces a life-altering decision.
Cowboy Bebop: Tengoku no tobira,animation action crime,shin'ichirô watanabe,"[,tensaiokamura,hiroyukiokiura,yoshiyukitakei,beaubillingslea,melissafahn,nicholasguest,]","A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.","https://m.media-amazon.com/images/M/MV5BNTE5YTAyZDctNjFhYi00YmJhLTg4ZGUtNDk1OTE0ZTY4NTYwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,animation action crimeshin'ichirô watanabe tensaiokamura hiroyukiokiura yoshiyukitakei beaubillingslea melissafahn nicholasguest A terrorist explosion releases a deadly virus on the masses  and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.
Bride of Frankenstein,drama horror sci-fi,mary shelley,"[,jameswhale,boriskarloff,elsalanchester,colinclive,]","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.","https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,drama horror sci-fimary shelley jameswhale boriskarloff elsalanchester colinclive Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein  goaded by an even madder scientist  builds his monster a mate.
Le charme discret de la bourgeoisie,comedy,luis buñuel,"[,fernandorey,delphineseyrig,paulfrankeur,]","A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.","https://m.media-amazon.com/images/M/MV5BNzNhMmY1OTItNDg4YS00YTI2LWI1NTEtYzcwM2Q3Njk5NDM5XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_UY98_CR3,0,67,98_AL_.jpg",7.8,comedyluis buñuel fernandorey delphineseyrig paulfrankeur A surreal  virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.
Il postino,biography comedy drama,michael radford,"[,massimotroisi,massimotroisi,philippenoiret,mariagraziacucinotta,]","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY98_CR1,0,67,98_AL_.jpg",7.8,biography comedy dramamichael radford massimotroisi massimotroisi philippenoiret mariagraziacucinotta A simple Italian postman learns to love poetry while delivering mail to a famous poet  and then uses this to woo local beauty Beatrice.
Tôkyô goddofâzâzu,animation adventure comedy,satoshi kon,"[,tôruemori,yoshiakiumegaki,ayaokamoto,]","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.","https://m.media-amazon.com/images/M/MV5BMTkyNmU2ZjUtNzIwMy00MWRlLWE4ZWQtYzJhYjU0MmUxZjhiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,animation adventure comedysatoshi kon tôruemori yoshiakiumegaki ayaokamoto On Christmas Eve  three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.
The Innocents,horror,jack clayton,"[,deborahkerr,peterwyngarde,megsjenkins,]",A young governess for two children becomes convinced that the house and grounds are haunted.,"https://m.media-amazon.com/images/M/MV5BNGQyNjBjNTUtNTM1OS00YzcyLWFhNTgtNTU0MDg3NzBlMDQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",7.8,horrorjack clayton deborahkerr peterwyngarde megsjenkins A young governess for two children becomes convinced that the house and grounds are haunted.
You Can't Take It with You,comedy drama romance,frank capra,"[,jeanarthur,jamesstewart,lionelbarrymore,]","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","https://m.media-amazon.com/images/M/MV5BOGMxZTMwNmQtOWIwMC00ZjFlLTllNGQtYTlkZWU5OGMyMzkxXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedy drama romancefrank capra jeanarthur jamesstewart lionelbarrymore The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family  not realizing that his father is trying to force her family from their home for a real estate development.
Soshite chichi ni naru,drama,kore-eda hirokazu,"[,masaharufukuyama,machikoono,yôkomaki,]","Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.","https://m.media-amazon.com/images/M/MV5BMTU5MzgzODkwNV5BMl5BanBnXkFtZTgwNDUwNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,dramakore-eda hirokazu masaharufukuyama machikoono yôkomaki Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth  he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.
Les choristes,comedy drama music,christophe barratier,"[,gérardjugnot,françoisberléand,jean-baptistemaunier,]",The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,"https://m.media-amazon.com/images/M/MV5BNzMxY2ZkY2UtZGE0Yi00MDFhLWEwNmEtNDE2MjNhMDYwNjliXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY98_CR3,0,67,98_AL_.jpg",7.8,comedy drama musicchristophe barratier gérardjugnot françoisberléand jean-baptistemaunier The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
Veer-Zaara,drama family musical,yash chopra,"[,shahrukhkhan,preitygzinta,ranimukerji,]","""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever.","https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR2,0,67,98_AL_.jpg",7.8,"drama family musicalyash chopra shahrukhkhan preitygzinta ranimukerji ""Veer-Zaara"" is a saga of love  separation  courage  and sacrifice. A love story that is an inspiration and will remain a legend forever."
The Asphalt Jungle,crime drama film-noir,john huston,"[,sterlinghayden,louiscalhern,jeanhagen,]","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","https://m.media-amazon.com/images/M/MV5BNWYxNWZjZmEtOTk1Ny00ZWE0LWI1YjAtZmQ0ZjM4OGUwNmJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,crime drama film-noirjohn huston sterlinghayden louiscalhern jeanhagen A major heist goes off as planned  but then double crosses  bad luck and solid police work cause everything to unravel.
Vivre sa vie: Film en douze tableaux,drama,jean-luc godard,"[,annakarina,sadyrebbot,andrés.labarthe,]",Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,"https://m.media-amazon.com/images/M/MV5BNjMyZmI5NmItY2JlMi00NzU3LWI5ZGItZjhkOTE0YjEyN2Q4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,dramajean-luc godard annakarina sadyrebbot andrés.labarthe Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
L'avventura,drama mystery romance,michelangelo antonioni,"[,gabrieleferzetti,monicavitti,leamassari,]","A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.","https://m.media-amazon.com/images/M/MV5BNmJlYTVjZTYtZDg1Yy00NzFiLWJmYzYtYTJhMjliY2I2ZTlhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,drama mystery romancemichelangelo antonioni gabrieleferzetti monicavitti leamassari A woman disappears during a Mediterranean boating trip. During the search  her lover and her best friend become attracted to each other.
Duck Soup,comedy musical,leo mccarey,"[,grouchomarx,harpomarx,chicomarx,]","Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.","https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedy musicalleo mccarey grouchomarx harpomarx chicomarx Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale  contending with two inept spies who can't seem to keep straight which side they're on.
Sennen joyû,animation drama fantasy,satoshi kon,"[,miyokoshôji,shôzôîzuka,mamikoyama,]",A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,"https://m.media-amazon.com/images/M/MV5BNmY4NDEyYmQtODQ3MC00NjA1LTkwM2YtYjUyNTYxYTdlNDE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,animation drama fantasysatoshi kon miyokoshôji shôzôîzuka mamikoyama A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
Ma vie de Courgette,animation comedy drama,claude barras,"[,gaspardschlatter,sixtinemurat,paulinjaccoud,]","After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.","https://m.media-amazon.com/images/M/MV5BZWVmOTQ2NTQtN2U3OS00YjMxLThmNDAtNDg3NmMzMTgzNWYwXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UY98_CR0,0,67,98_AL_.jpg",7.8,animation comedy dramaclaude barras gaspardschlatter sixtinemurat paulinjaccoud After losing his mother  a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.
Knockin' on Heaven's Door,action crime comedy,thomas jahn,"[,tilschweiger,janjosefliefers,thierryvanwerveke,]","Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.","https://m.media-amazon.com/images/M/MV5BZDIxMWE2YTgtZDY3NS00OTE5LWFmNjEtZjIyYzlhN2ZjN2Y2XkEyXkFqcGdeQXVyNzMxMzQyNDE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,action crime comedythomas jahn tilschweiger janjosefliefers thierryvanwerveke Two terminally ill patients escape from a hospital  steal a car and rush towards the sea.
A Night at the Opera,comedy music musical,sam wood,"[,edmundgoulding,grouchomarx,chicomarx,harpomarx,]",A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,"https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.8,comedy music musicalsam wood edmundgoulding grouchomarx chicomarx harpomarx A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
Hindi Medium,comedy drama,saket chaudhary,"[,irrfankhan,sabaqamar,dishitasehgal,]",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,"https://m.media-amazon.com/images/M/MV5BY2E4NWQ4ZjEtNThlOC00NThjLThmZjgtMWU0MDgzMmYwOGU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",7.8,comedy dramasaket chaudhary irrfankhan sabaqamar dishitasehgal A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
English Vinglish,comedy drama family,gauri shinde,"[,sridevi,adilhussain,mehdinebbou,]","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.","https://m.media-amazon.com/images/M/MV5BMjQ5YWVmYmYtOWFiZC00NGMxLWEwODctZDM2MWI4YWViN2E5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",7.8,comedy drama familygauri shinde sridevi adilhussain mehdinebbou A quiet  sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.
Vicky Donor,comedy romance,shoojit sircar,"[,ayushmannkhurrana,yamigautam,annukapoor,]","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.","https://m.media-amazon.com/images/M/MV5BYWNlODE1ZTEtOTQ5MS00N2QwLTllNjItZDQ2Y2UzMmU5YmI2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR3,0,67,98_AL_.jpg",7.8,comedy romanceshoojit sircar ayushmannkhurrana yamigautam annukapoor A man is brought in by an infertility doctor to supply him with his sperm  where he becomes the biggest sperm donor for his clinic.
Avatar: The Way of Water,action adventure fantasy,james cameron,"[,samworthington,zoesaldana,sigourneyweaver,]","Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.","https://m.media-amazon.com/images/M/MV5BYjhiNjBlODctY2ZiOC00YjVlLWFlNzAtNTVhNzM1YjI1NzMxXkEyXkFqcGdeQXVyMjQxNTE1MDA@._V1_UY98_CR0,0,67,98_AL_.jpg",7.7,action adventure fantasyjames cameron samworthington zoesaldana sigourneyweaver Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started  Jake must work with Neytiri and the army of the Na'vi race to protect their home.
The Whale,drama,darren aronofsky,"[,brendanfraser,sadiesink,tysimpkins,]","A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.","https://m.media-amazon.com/images/M/MV5BZDQ4Njg4YTctNGZkYi00NWU1LWI4OTYtNmNjOWMyMjI1NWYzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UY98_CR1,0,67,98_AL_.jpg",7.7,dramadarren aronofsky brendanfraser sadiesink tysimpkins A reclusive  morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.
The Color Purple,drama,steven spielberg,"[,dannyglover,whoopigoldberg,oprahwinfrey,]",A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,"https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,dramasteven spielberg dannyglover whoopigoldberg oprahwinfrey A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
The Banshees of Inisherin,comedy drama,martin mcdonagh,"[,colinfarrell,brendangleeson,kerrycondon,]","Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.","https://m.media-amazon.com/images/M/MV5BM2NlZDI0ZDktNTg5OS00ZjQ1LWI4MDEtN2I0MDE5NWRiNzA4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedy dramamartin mcdonagh colinfarrell brendangleeson kerrycondon Two lifelong friends find themselves at an impasse when one abruptly ends their relationship  with alarming consequences for both of them.
Kingsman: The Secret Service,action adventure comedy,matthew vaughn,"[,colinfirth,taronegerton,samuell.jackson,]","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,action adventure comedymatthew vaughn colinfirth taronegerton samuell.jackson A spy organisation recruits a promising street kid into the agency's training program  while a global threat emerges from a twisted tech genius.
Aftersun,drama,charlotte wells,"[,paulmescal,frankiecorio,celiarowlson-hall,]",Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,"https://m.media-amazon.com/images/M/MV5BMTM3OTU0ZGUtNzYwYy00ODU3LWI3YjgtOWZlODliMmRiMWEzXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,dramacharlotte wells paulmescal frankiecorio celiarowlson-hall Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...
Harry Potter and the Goblet of Fire,adventure family fantasy,mike newell,"[,danielradcliffe,emmawatson,rupertgrint,]","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,adventure family fantasymike newell danielradcliffe emmawatson rupertgrint Harry Potter finds himself competing in a hazardous tournament between rival schools of magic  but he is distracted by recurring nightmares.
The Goonies,adventure comedy family,richard donner,"[,seanastin,joshbrolin,jeffcohen,]",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"https://m.media-amazon.com/images/M/MV5BNTNmZDc0ZDEtZjY3Ni00YmVjLTljNWQtMTE3NDAxNWFhMDk4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,adventure comedy familyrichard donner seanastin joshbrolin jeffcohen A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
